ImageId,Label_Fish,Label_Flower,Label_Gravel,Label_Sugar,Multilabel
047be07.jpg,0,1,0,1,Flower-Sugar
0488540.jpg,1,0,1,1,Fish-Gravel-Sugar
04920b8.jpg,0,0,1,1,Gravel-Sugar
0493d31.jpg,0,0,0,1,Sugar
049585f.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0499a68.jpg,0,0,1,1,Gravel-Sugar
04a4276.jpg,1,1,0,0,Fish-Flower
04c2acd.jpg,1,1,0,1,Fish-Flower-Sugar
04d2879.jpg,0,1,0,1,Flower-Sugar
04d5fe8.jpg,1,0,1,0,Fish-Gravel
04d92ec.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
04df149.jpg,0,1,1,0,Flower-Gravel
04f9039.jpg,1,0,1,1,Fish-Gravel-Sugar
04fddf9.jpg,0,1,1,0,Flower-Gravel
04fe809.jpg,1,0,1,1,Fish-Gravel-Sugar
05028f9.jpg,0,1,0,1,Flower-Sugar
0502b9e.jpg,0,0,1,1,Gravel-Sugar
0505b52.jpg,1,1,0,0,Fish-Flower
050937d.jpg,1,0,0,1,Fish-Sugar
05193c8.jpg,0,0,1,1,Gravel-Sugar
053f180.jpg,0,1,0,0,Flower
054c1e5.jpg,1,1,0,1,Fish-Flower-Sugar
0556b64.jpg,1,0,0,1,Fish-Sugar
05572a2.jpg,0,1,1,1,Flower-Gravel-Sugar
055ebcb.jpg,0,1,1,0,Flower-Gravel
0561c49.jpg,0,1,1,1,Flower-Gravel-Sugar
056b48e.jpg,0,1,0,1,Flower-Sugar
05776fc.jpg,1,1,0,1,Fish-Flower-Sugar
059cca2.jpg,0,0,1,1,Gravel-Sugar
059fc10.jpg,1,1,0,1,Fish-Flower-Sugar
05a1aa8.jpg,1,0,0,1,Fish-Sugar
05c0dfb.jpg,1,0,0,0,Fish
05e20ba.jpg,1,0,1,1,Fish-Gravel-Sugar
05e67a7.jpg,0,0,0,1,Sugar
05ea471.jpg,0,0,0,1,Sugar
05f1431.jpg,0,1,0,1,Flower-Sugar
05f5370.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
060774a.jpg,0,0,1,1,Gravel-Sugar
060ce39.jpg,1,1,0,1,Fish-Flower-Sugar
061cda5.jpg,0,0,0,1,Sugar
0624fa5.jpg,1,0,1,0,Fish-Gravel
064dd48.jpg,0,0,1,1,Gravel-Sugar
065623d.jpg,1,0,1,1,Fish-Gravel-Sugar
066c71d.jpg,0,1,1,0,Flower-Gravel
066f427.jpg,0,1,0,1,Flower-Sugar
06728a1.jpg,0,1,0,0,Flower
0686242.jpg,1,1,1,0,Fish-Flower-Gravel
068771e.jpg,1,0,1,1,Fish-Gravel-Sugar
0687f62.jpg,0,0,1,0,Gravel
068d881.jpg,0,0,1,1,Gravel-Sugar
06968b0.jpg,0,1,0,1,Flower-Sugar
0697495.jpg,1,0,0,0,Fish
0698236.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
06b7be8.jpg,1,0,0,0,Fish
06b84fd.jpg,1,0,1,0,Fish-Gravel
06d6a41.jpg,0,0,0,1,Sugar
06e5dd6.jpg,1,0,1,1,Fish-Gravel-Sugar
06f1f1f.jpg,1,0,1,1,Fish-Gravel-Sugar
070f5c6.jpg,0,1,0,1,Flower-Sugar
0718a60.jpg,0,0,1,1,Gravel-Sugar
071edac.jpg,0,1,0,0,Flower
0721695.jpg,1,0,0,1,Fish-Sugar
072c41a.jpg,0,1,1,1,Flower-Gravel-Sugar
07358b2.jpg,0,0,1,1,Gravel-Sugar
0741fda.jpg,0,1,1,1,Flower-Gravel-Sugar
0745d08.jpg,0,1,0,1,Flower-Sugar
07551f3.jpg,0,1,1,0,Flower-Gravel
0761274.jpg,0,1,0,0,Flower
0766057.jpg,1,1,0,0,Fish-Flower
076de5e.jpg,0,1,0,0,Flower
0770f53.jpg,1,1,0,1,Fish-Flower-Sugar
0778609.jpg,0,0,0,1,Sugar
077bd40.jpg,0,1,1,0,Flower-Gravel
0799206.jpg,0,0,0,1,Sugar
079aef5.jpg,0,1,0,1,Flower-Sugar
07c3377.jpg,0,1,0,0,Flower
07c5a0d.jpg,1,0,1,1,Fish-Gravel-Sugar
07c5fc9.jpg,1,0,0,1,Fish-Sugar
07f289d.jpg,0,1,0,1,Flower-Sugar
07f403d.jpg,1,1,0,1,Fish-Flower-Sugar
080c004.jpg,1,0,1,1,Fish-Gravel-Sugar
0821c37.jpg,0,1,0,1,Flower-Sugar
08329b8.jpg,0,0,1,1,Gravel-Sugar
085507c.jpg,1,0,0,1,Fish-Sugar
0862841.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
086b4ce.jpg,1,0,1,0,Fish-Gravel
086c226.jpg,0,0,1,1,Gravel-Sugar
0875ced.jpg,0,1,0,1,Flower-Sugar
0879076.jpg,1,0,0,1,Fish-Sugar
087f98b.jpg,0,0,0,1,Sugar
08aa34b.jpg,1,0,0,1,Fish-Sugar
08b4cfe.jpg,0,0,1,1,Gravel-Sugar
08b7a6a.jpg,0,0,1,1,Gravel-Sugar
08b9a6f.jpg,1,0,0,1,Fish-Sugar
08e5ced.jpg,1,0,1,1,Fish-Gravel-Sugar
08ece64.jpg,0,1,0,1,Flower-Sugar
08f255e.jpg,1,0,0,0,Fish
08f8226.jpg,0,1,0,1,Flower-Sugar
08f8fe9.jpg,0,1,0,0,Flower
09024fd.jpg,0,1,0,1,Flower-Sugar
090a037.jpg,1,0,1,1,Fish-Gravel-Sugar
0916eef.jpg,1,0,0,1,Fish-Sugar
0917ffe.jpg,1,1,0,0,Fish-Flower
0929f85.jpg,0,0,1,0,Gravel
09439a0.jpg,0,1,1,0,Flower-Gravel
094e354.jpg,0,0,0,1,Sugar
0966d21.jpg,0,0,0,1,Sugar
0968521.jpg,1,0,0,1,Fish-Sugar
098252b.jpg,1,1,0,1,Fish-Flower-Sugar
098c5e0.jpg,1,1,0,1,Fish-Flower-Sugar
09a95c4.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
09bde05.jpg,0,1,0,1,Flower-Sugar
09bdff1.jpg,0,0,1,1,Gravel-Sugar
09c269d.jpg,0,0,1,1,Gravel-Sugar
09c64c8.jpg,0,0,1,1,Gravel-Sugar
09cf686.jpg,0,1,1,1,Flower-Gravel-Sugar
09cfd7c.jpg,0,1,0,1,Flower-Sugar
09d0eee.jpg,0,1,0,0,Flower
09d3a37.jpg,0,1,0,0,Flower
09d567c.jpg,0,1,0,1,Flower-Sugar
09e313c.jpg,0,1,1,1,Flower-Gravel-Sugar
09ed9b1.jpg,0,1,1,1,Flower-Gravel-Sugar
09f7f88.jpg,0,0,1,1,Gravel-Sugar
0a14f2b.jpg,1,0,1,1,Fish-Gravel-Sugar
0a1b596.jpg,0,0,1,1,Gravel-Sugar
0a20edf.jpg,0,0,1,0,Gravel
0a21f23.jpg,1,0,1,1,Fish-Gravel-Sugar
0a3154d.jpg,0,0,1,1,Gravel-Sugar
0a380d0.jpg,0,1,0,0,Flower
0a421b8.jpg,1,1,0,0,Fish-Flower
0a44491.jpg,0,1,1,1,Flower-Gravel-Sugar
0a4657d.jpg,1,1,0,0,Fish-Flower
0a515e3.jpg,1,0,1,0,Fish-Gravel
0a5d418.jpg,0,1,0,1,Flower-Sugar
0a60891.jpg,0,0,1,1,Gravel-Sugar
0a709e6.jpg,1,1,0,0,Fish-Flower
0a7a247.jpg,1,0,1,0,Fish-Gravel
0a89811.jpg,0,1,1,0,Flower-Gravel
0a914ab.jpg,0,0,0,1,Sugar
0a969b9.jpg,1,0,1,1,Fish-Gravel-Sugar
0a97028.jpg,0,0,1,1,Gravel-Sugar
0a99863.jpg,1,1,1,0,Fish-Flower-Gravel
0aa2df7.jpg,0,1,0,0,Flower
0aaa299.jpg,1,1,1,0,Fish-Flower-Gravel
0aaa3dd.jpg,1,0,0,0,Fish
0ab1fb2.jpg,0,1,0,1,Flower-Sugar
0ab6229.jpg,1,0,0,1,Fish-Sugar
0ac087b.jpg,0,0,1,1,Gravel-Sugar
0ac5f5c.jpg,0,1,0,0,Flower
0ad0a05.jpg,0,1,1,1,Flower-Gravel-Sugar
0ad3dde.jpg,0,1,0,1,Flower-Sugar
0ad97bb.jpg,0,0,1,0,Gravel
0ae8c34.jpg,1,0,1,1,Fish-Gravel-Sugar
0ae968e.jpg,1,1,0,0,Fish-Flower
0afaa7f.jpg,0,0,1,1,Gravel-Sugar
0afd5a6.jpg,0,1,1,0,Flower-Gravel
0b10051.jpg,0,1,0,0,Flower
0b1dd45.jpg,0,0,1,1,Gravel-Sugar
0b265f4.jpg,0,0,1,1,Gravel-Sugar
0b32df8.jpg,1,0,1,1,Fish-Gravel-Sugar
0b3fd78.jpg,1,0,0,1,Fish-Sugar
0b4fb36.jpg,0,1,1,1,Flower-Gravel-Sugar
0b53e2c.jpg,1,1,0,1,Fish-Flower-Sugar
0b5a667.jpg,0,1,0,1,Flower-Sugar
0b652e1.jpg,1,0,0,0,Fish
0b6e69c.jpg,0,0,0,1,Sugar
0b80c78.jpg,1,0,0,1,Fish-Sugar
0bb16fb.jpg,0,1,0,1,Flower-Sugar
0bb93f0.jpg,0,1,1,1,Flower-Gravel-Sugar
0bca0fc.jpg,0,1,1,1,Flower-Gravel-Sugar
0bdb3e1.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0be49f7.jpg,1,0,0,1,Fish-Sugar
0bfbfc8.jpg,1,0,0,1,Fish-Sugar
0c0e600.jpg,0,0,0,1,Sugar
0c10e30.jpg,0,1,0,0,Flower
0c15f22.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0c1d048.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0c1e565.jpg,0,1,1,1,Flower-Gravel-Sugar
0c2a033.jpg,1,0,1,1,Fish-Gravel-Sugar
0c4cbab.jpg,0,0,1,1,Gravel-Sugar
0c4f038.jpg,0,1,1,1,Flower-Gravel-Sugar
0c64c69.jpg,0,1,0,1,Flower-Sugar
0c76794.jpg,1,0,0,1,Fish-Sugar
0c88342.jpg,1,0,1,1,Fish-Gravel-Sugar
0c95a41.jpg,1,0,0,0,Fish
0ca6ecd.jpg,0,0,1,1,Gravel-Sugar
0cabeda.jpg,1,0,1,1,Fish-Gravel-Sugar
0cad5f3.jpg,1,1,1,0,Fish-Flower-Gravel
0cb6144.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0cd0a7d.jpg,0,0,0,1,Sugar
0cd556b.jpg,0,1,1,0,Flower-Gravel
0cdffd9.jpg,1,0,0,1,Fish-Sugar
0cf1dcc.jpg,1,0,0,1,Fish-Sugar
0cf6773.jpg,0,1,0,1,Flower-Sugar
0d01dad.jpg,1,0,1,1,Fish-Gravel-Sugar
0d08b24.jpg,0,1,0,0,Flower
0d0af9a.jpg,0,0,1,1,Gravel-Sugar
0d0b28c.jpg,1,0,1,1,Fish-Gravel-Sugar
0d0de88.jpg,1,0,0,1,Fish-Sugar
0d24e80.jpg,1,0,0,0,Fish
0d38eab.jpg,1,0,0,1,Fish-Sugar
0d56b5d.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0d675fc.jpg,1,1,0,1,Fish-Flower-Sugar
0d6d044.jpg,1,0,0,0,Fish
0d73dcc.jpg,0,1,1,1,Flower-Gravel-Sugar
0d81f99.jpg,1,1,0,0,Fish-Flower
0d82645.jpg,0,1,0,1,Flower-Sugar
0d84609.jpg,0,0,1,1,Gravel-Sugar
0d90683.jpg,1,0,0,0,Fish
0dab774.jpg,1,0,0,0,Fish
0db22fe.jpg,1,0,1,1,Fish-Gravel-Sugar
0dbccb5.jpg,0,1,0,1,Flower-Sugar
0dbe95f.jpg,1,0,1,0,Fish-Gravel
0dc7bb3.jpg,0,0,1,1,Gravel-Sugar
0dcd917.jpg,1,0,1,1,Fish-Gravel-Sugar
0dd0c51.jpg,1,0,1,0,Fish-Gravel
0ddf358.jpg,1,0,1,1,Fish-Gravel-Sugar
0de33f1.jpg,1,0,0,1,Fish-Sugar
0dfbb7e.jpg,1,0,1,1,Fish-Gravel-Sugar
0e00929.jpg,1,1,1,0,Fish-Flower-Gravel
0e2612c.jpg,1,1,0,0,Fish-Flower
0e26259.jpg,0,1,0,0,Flower
0e407e8.jpg,0,1,0,1,Flower-Sugar
0e42958.jpg,0,0,1,1,Gravel-Sugar
0e47c4d.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0e54437.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0e56ffd.jpg,1,0,1,0,Fish-Gravel
0e77759.jpg,0,0,1,1,Gravel-Sugar
0e79fa8.jpg,1,0,1,1,Fish-Gravel-Sugar
0e86f87.jpg,0,1,0,1,Flower-Sugar
0e8c498.jpg,0,0,1,1,Gravel-Sugar
0e9c181.jpg,0,0,1,1,Gravel-Sugar
0e9deba.jpg,1,0,1,1,Fish-Gravel-Sugar
0ea56ef.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0eb8784.jpg,0,1,0,1,Flower-Sugar
0eba747.jpg,1,0,0,0,Fish
0ebb3e3.jpg,1,0,1,1,Fish-Gravel-Sugar
0ece863.jpg,0,0,1,1,Gravel-Sugar
0eecb90.jpg,0,1,0,1,Flower-Sugar
0eee242.jpg,0,0,1,0,Gravel
0ef0a95.jpg,1,1,1,0,Fish-Flower-Gravel
0eff39e.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
0f1786f.jpg,0,1,0,0,Flower
0f1a7a3.jpg,0,1,0,1,Flower-Sugar
0f1d18d.jpg,0,1,0,1,Flower-Sugar
0f21e87.jpg,0,0,1,1,Gravel-Sugar
0f22465.jpg,1,1,0,1,Fish-Flower-Sugar
0f34634.jpg,1,0,1,0,Fish-Gravel
0f507d3.jpg,1,0,1,1,Fish-Gravel-Sugar
0f529c5.jpg,0,1,0,0,Flower
0f57642.jpg,1,1,1,0,Fish-Flower-Gravel
0f5f991.jpg,1,1,0,1,Fish-Flower-Sugar
0f6a44e.jpg,0,0,1,1,Gravel-Sugar
0f7b777.jpg,1,0,1,1,Fish-Gravel-Sugar
0f91409.jpg,0,0,1,0,Gravel
0f9a390.jpg,1,0,0,0,Fish
0fa3287.jpg,0,1,0,1,Flower-Sugar
0fb3674.jpg,0,0,1,1,Gravel-Sugar
0fb5df4.jpg,0,1,1,1,Flower-Gravel-Sugar
0fb64d9.jpg,0,0,0,1,Sugar
0fc0e21.jpg,1,1,0,1,Fish-Flower-Sugar
0fcf213.jpg,0,0,1,0,Gravel
0fdf64a.jpg,1,0,1,0,Fish-Gravel
0fe3fd9.jpg,0,1,0,0,Flower
0ff2c12.jpg,0,1,1,1,Flower-Gravel-Sugar
100752c.jpg,0,0,1,0,Gravel
1007e0c.jpg,1,1,0,0,Fish-Flower
100bcc1.jpg,1,0,0,0,Fish
1013c1d.jpg,1,1,0,1,Fish-Flower-Sugar
10192c3.jpg,1,0,1,1,Fish-Gravel-Sugar
10257e5.jpg,1,0,1,1,Fish-Gravel-Sugar
10401e7.jpg,1,1,0,1,Fish-Flower-Sugar
1047aa1.jpg,1,1,0,0,Fish-Flower
104b257.jpg,0,1,1,0,Flower-Gravel
1054bbd.jpg,0,0,1,1,Gravel-Sugar
105edca.jpg,1,0,0,0,Fish
106b15a.jpg,0,1,0,1,Flower-Sugar
109a3ef.jpg,1,0,1,1,Fish-Gravel-Sugar
10bed8d.jpg,1,1,0,0,Fish-Flower
10c1a52.jpg,0,0,1,1,Gravel-Sugar
10cbb5e.jpg,0,1,0,0,Flower
10cd67c.jpg,1,0,1,1,Fish-Gravel-Sugar
10dabe8.jpg,0,1,0,1,Flower-Sugar
10de692.jpg,0,1,1,1,Flower-Gravel-Sugar
10e475e.jpg,0,1,1,0,Flower-Gravel
10e4ca6.jpg,0,1,0,0,Flower
10ed18e.jpg,1,0,1,1,Fish-Gravel-Sugar
10ed865.jpg,1,0,0,0,Fish
10f21b7.jpg,0,0,0,1,Sugar
10f4f4c.jpg,0,0,0,1,Sugar
1120e13.jpg,0,0,0,1,Sugar
1127056.jpg,1,1,0,1,Fish-Flower-Sugar
1130091.jpg,0,0,0,1,Sugar
11388ad.jpg,0,1,0,1,Flower-Sugar
1139fcf.jpg,0,1,0,1,Flower-Sugar
1149759.jpg,1,0,1,1,Fish-Gravel-Sugar
114d48a.jpg,0,1,0,0,Flower
115943f.jpg,1,0,1,1,Fish-Gravel-Sugar
116433b.jpg,0,1,0,0,Flower
116670d.jpg,0,1,1,1,Flower-Gravel-Sugar
116afdf.jpg,1,0,0,1,Fish-Sugar
1187ec0.jpg,1,1,0,0,Fish-Flower
118da86.jpg,0,1,0,1,Flower-Sugar
11958e0.jpg,0,1,0,0,Flower
11c88d4.jpg,0,0,1,1,Gravel-Sugar
11e8e7b.jpg,1,0,0,0,Fish
11f25d7.jpg,0,0,1,1,Gravel-Sugar
11f2a0a.jpg,1,1,0,1,Fish-Flower-Sugar
11ff032.jpg,0,0,1,1,Gravel-Sugar
121ea48.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
12252ea.jpg,1,0,0,0,Fish
1230c60.jpg,1,1,0,0,Fish-Flower
1238aa0.jpg,0,1,0,1,Flower-Sugar
1248c99.jpg,1,1,0,0,Fish-Flower
124fa12.jpg,1,1,0,1,Fish-Flower-Sugar
125ac07.jpg,1,1,0,1,Fish-Flower-Sugar
1283aa1.jpg,1,0,1,1,Fish-Gravel-Sugar
1284dde.jpg,1,1,0,1,Fish-Flower-Sugar
1287d3a.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
12acb4b.jpg,0,1,0,1,Flower-Sugar
12ae62b.jpg,1,0,1,1,Fish-Gravel-Sugar
12af2d9.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
12b065b.jpg,0,1,1,1,Flower-Gravel-Sugar
12b2ee4.jpg,1,1,0,1,Fish-Flower-Sugar
12be121.jpg,1,0,1,1,Fish-Gravel-Sugar
12be717.jpg,0,1,0,0,Flower
12db338.jpg,0,1,0,0,Flower
12e0e0d.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
12e10fa.jpg,1,0,1,0,Fish-Gravel
12e55a8.jpg,0,1,0,1,Flower-Sugar
12ee67e.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
12ffc06.jpg,0,1,0,0,Flower
1308693.jpg,0,1,0,1,Flower-Sugar
130f074.jpg,0,0,1,1,Gravel-Sugar
1311a82.jpg,0,0,1,0,Gravel
13123f6.jpg,1,0,1,1,Fish-Gravel-Sugar
1313e97.jpg,0,0,1,1,Gravel-Sugar
131cad7.jpg,0,0,1,0,Gravel
131fd60.jpg,0,0,0,1,Sugar
134d522.jpg,1,1,0,0,Fish-Flower
1353ca0.jpg,1,0,1,0,Fish-Gravel
135537c.jpg,0,1,0,0,Flower
1355431.jpg,1,0,1,0,Fish-Gravel
13578f2.jpg,0,1,0,1,Flower-Sugar
135e2fa.jpg,0,1,1,1,Flower-Gravel-Sugar
1360260.jpg,1,0,1,1,Fish-Gravel-Sugar
136d170.jpg,1,0,1,1,Fish-Gravel-Sugar
136ec24.jpg,1,1,1,0,Fish-Flower-Gravel
136f59b.jpg,1,0,1,1,Fish-Gravel-Sugar
1381cad.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
13ab789.jpg,0,0,0,1,Sugar
13b3344.jpg,1,0,0,1,Fish-Sugar
13c92a0.jpg,0,1,1,1,Flower-Gravel-Sugar
13cb512.jpg,0,0,1,0,Gravel
13d35e7.jpg,0,0,1,1,Gravel-Sugar
13d3608.jpg,1,1,0,1,Fish-Flower-Sugar
13d9125.jpg,0,0,1,1,Gravel-Sugar
13df2eb.jpg,0,1,0,1,Flower-Sugar
13e252f.jpg,1,0,0,1,Fish-Sugar
13eb96d.jpg,1,0,0,0,Fish
13fae6e.jpg,1,1,0,0,Fish-Flower
140c4ef.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
141a13c.jpg,0,0,1,1,Gravel-Sugar
143227b.jpg,1,1,0,1,Fish-Flower-Sugar
143681e.jpg,1,0,1,1,Fish-Gravel-Sugar
143c7a8.jpg,1,0,0,1,Fish-Sugar
143d3c2.jpg,1,0,1,0,Fish-Gravel
144d107.jpg,0,0,1,0,Gravel
144d4a8.jpg,0,0,0,1,Sugar
146a45b.jpg,0,1,1,1,Flower-Gravel-Sugar
14750a8.jpg,0,1,1,1,Flower-Gravel-Sugar
148a6ef.jpg,0,1,0,0,Flower
1493053.jpg,1,0,0,0,Fish
14a977b.jpg,0,0,0,1,Sugar
14aad39.jpg,1,0,1,0,Fish-Gravel
14c052f.jpg,0,0,1,1,Gravel-Sugar
14d1403.jpg,1,1,0,1,Fish-Flower-Sugar
14de64b.jpg,1,0,0,1,Fish-Sugar
14df62f.jpg,0,1,0,1,Flower-Sugar
1504549.jpg,0,0,0,1,Sugar
15083c7.jpg,1,0,1,1,Fish-Gravel-Sugar
150c061.jpg,1,0,0,0,Fish
1524b90.jpg,1,0,0,1,Fish-Sugar
15251c3.jpg,1,0,0,1,Fish-Sugar
1525644.jpg,1,0,0,1,Fish-Sugar
153bfaa.jpg,1,1,0,1,Fish-Flower-Sugar
154de05.jpg,0,1,1,1,Flower-Gravel-Sugar
155f821.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
1560b44.jpg,0,1,0,0,Flower
1563170.jpg,0,0,1,1,Gravel-Sugar
1567149.jpg,0,0,0,1,Sugar
156f6aa.jpg,0,1,0,0,Flower
15735f9.jpg,1,0,0,1,Fish-Sugar
1584ad9.jpg,0,1,1,1,Flower-Gravel-Sugar
1588d4c.jpg,0,0,1,0,Gravel
159985f.jpg,0,1,1,0,Flower-Gravel
159d3a1.jpg,1,0,1,0,Fish-Gravel
15b3f99.jpg,1,0,1,1,Fish-Gravel-Sugar
15b8121.jpg,0,0,1,0,Gravel
15b932e.jpg,1,0,0,1,Fish-Sugar
15b9d31.jpg,0,0,1,1,Gravel-Sugar
15d8b88.jpg,1,0,1,1,Fish-Gravel-Sugar
15d9fa0.jpg,0,1,0,0,Flower
15f05cb.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
160114e.jpg,1,0,0,0,Fish
1612248.jpg,0,0,1,1,Gravel-Sugar
161716e.jpg,1,0,0,1,Fish-Sugar
161d598.jpg,1,0,0,0,Fish
1643d6e.jpg,0,0,1,0,Gravel
1647142.jpg,1,1,0,1,Fish-Flower-Sugar
165462c.jpg,1,0,1,1,Fish-Gravel-Sugar
166baf3.jpg,1,0,0,1,Fish-Sugar
168f8f5.jpg,0,1,0,1,Flower-Sugar
169a970.jpg,0,0,1,1,Gravel-Sugar
169b6b1.jpg,0,0,1,1,Gravel-Sugar
16a0d11.jpg,0,0,1,1,Gravel-Sugar
16ba64d.jpg,0,0,1,1,Gravel-Sugar
16bdc2f.jpg,1,0,1,1,Fish-Gravel-Sugar
16c5f21.jpg,0,1,1,0,Flower-Gravel
16c65fc.jpg,0,0,1,1,Gravel-Sugar
16cf591.jpg,1,0,0,1,Fish-Sugar
16d6983.jpg,1,0,1,0,Fish-Gravel
16f5113.jpg,1,0,1,1,Fish-Gravel-Sugar
16f77b0.jpg,1,1,1,1,Fish-Flower-Gravel-Sugar
171e62f.jpg,0,0,1,1,Gravel-Sugar
172c0ea.jpg,1,1,0,1,Fish-Flower-Sugar
